,bearish,bullish,date,title,yqdopen,yqdclose7d,yqdclose30d,yqdclose6m,dayreturn7d,dayreturn30d,dayreturn6m,indreturn7d,indreturn30d,indreturn6m,enddate
1008,"['XOM', 'TRNX']","['PH', 'COP', 'ABT', 'NLY', 'CAT', 'S']",7/26/11,"Cramer's Lightning Round - Dan Hesse Is the Man, Sprint Is the Stock (7/25/11)","[['2011-07-26', '74.997910'], ['2011-07-26', '44.534298'], ['2011-07-26', '21.582066'], ['2011-07-26', '8.444765'], ['2011-07-26', '87.877861'], ['2011-07-26', '5.180000']]","[['2011-08-03', '63.913345'], ['2011-08-03', '42.689026'], ['2011-08-03', '20.800348'], ['2011-08-03', '8.612895'], ['2011-08-03', '80.426636'], ['2011-08-03', '4.150000']]","[['2011-08-29', '63.017506'], ['2011-08-29', '41.007118'], ['2011-08-29', '21.180874'], ['2011-08-29', '8.507215'], ['2011-08-29', '73.635315'], ['2011-08-29', '3.460000']]","[['2012-01-26', '72.876610'], ['2012-01-26', '42.479088'], ['2012-01-26', '23.100897'], ['2012-01-26', '8.692318'], ['2012-01-26', '93.914413'], ['2012-01-26', '2.170000']]",-0.090779538,-0.131107404,0.002540738,"[-0.14779831864647966, -0.041434850954650757, -0.036220721408228546, 0.019909375808563015, -0.08479069603207563, -0.19884169884169872]","[-0.15974317150971282, -0.07920142807684992, -0.018589137851770157, 0.007395114014421966, -0.16207206044762504, -0.332046332046332]","[-0.02828478820276465, -0.04614892548659917, 0.070374680533365, 0.029314374053037582, 0.06869252313731214, -0.581081081081081]",1/26/12
1009,"['RAX', 'ADBE', 'SVM', 'CXW', 'CME']","['CMC', 'BIDU', 'NFLX']",7/21/11,Cramer's Lightning Round - There Is Nothing to Rackspace (7/20/11),"[['2011-07-21', '12.247055'], ['2011-07-21', '150.169998'], ['2011-07-21', '39.401428']]","[['2011-07-29', '12.072335'], ['2011-07-29', '157.070007'], ['2011-07-29', '37.998573']]","[['2011-08-24', '9.135370'], ['2011-08-24', '133.679993'], ['2011-08-24', '30.861429']]","[['2012-01-20', '10.747103'], ['2012-01-20', '122.800003'], ['2012-01-20', '14.320000']]",0.026372382,-0.139440595,-0.267326237,"[-0.014266286874681209, 0.04594798622824788, -0.035604166427673695]","[-0.2540761840295483, -0.10980891802369204, -0.2167433880822797]","[-0.12247450509530662, -0.1822600743458756, -0.6365613956935774]",1/21/12
1010,['IDCC'],"['AEA', 'UTI', 'IP', 'PNC']",7/20/11,Cramer's Lightning Round - Why Is PNC Financial Acting Like Bank of America? (7/19/11),"[['2011-07-20', '0.787650'], ['2011-07-20', '17.047638'], ['2011-07-20', '23.952591'], ['2011-07-20', '47.967571']]","[['2011-07-28', '0.825610'], ['2011-07-28', '15.539076'], ['2011-07-28', '24.294771'], ['2011-07-28', '47.104687']]","[['2011-08-23', '0.825610'], ['2011-08-23', '12.731232'], ['2011-08-23', '19.783176'], ['2011-08-23', '38.829655']]","[['2012-01-20', '0.060000'], ['2012-01-20', '12.373710'], ['2012-01-20', '26.354687'], ['2012-01-20', '52.103836']]",-0.022185906,-0.195929907,0.012665337,"[0.048193994794642286, -0.0884909686608784, 0.014285719653460413, -0.017988903378076015]","[0.048193994794642286, -0.2531967185131453, -0.17406947749410492, -0.19050195391382227]","[-0.9238240335174251, -0.27416865609182917, 0.10028543467385205, 0.08623044514803557]",1/20/12
1011,"['OWW', 'TEF', 'TIBX', 'CRM', 'VMW', 'RHT']","['DNKN', 'VOD', 'MWE', 'TZOO', 'KMX', 'SAH', 'KKD']",7/19/11,Cramer's Lightning Round - It Is Hard to Get Better Than MarkWest (7/18/11),"[['2011-07-27', '24.627251'], ['2011-07-19', '18.705238'], ['2011-07-19', '87.790001'], ['2011-07-19', '32.139999'], ['2011-07-19', '14.381972']]","[['2011-08-04', '22.566877'], ['2011-07-27', '19.276665'], ['2011-07-27', '58.009998'], ['2011-07-27', '32.680000'], ['2011-07-27', '14.708399']]","[['2011-08-30', '23.415787'], ['2011-08-22', '19.334538'], ['2011-08-22', '34.169998'], ['2011-08-22', '25.650000'], ['2011-08-22', '11.300124']]","[['2012-01-19', '24.070152'], ['2012-01-19', '20.467579'], ['2012-01-19', '28.959999'], ['2012-01-19', '33.250000'], ['2012-01-19', '15.436834']]",-0.171142527,-0.358998044,-0.312196039,"[-0.08366236247805325, 0.03054903658536715, -0.3392186201250869, 0.01680152510272314, 0.022696956995883505]","[-0.04919201091506313, 0.03364298278375271, -0.6107757419891133, -0.20192903552983943, -0.2142854957581616]","[-0.022621241810545596, 0.09421644354378164, -0.6701218969116997, 0.03453643542428227, 0.0733461308365779]",1/19/12
1012,"['NOK', 'GLW', 'INTC']","['RATE', 'POT', 'DE', 'BTU']",7/18/11,Cramer's Lightning Round - RIM Will Go the Way of Nokia (7/15/11),"[['2011-07-18', '17.629999'], ['2011-07-18', '47.737846'], ['2011-07-18', '68.259819']]","[['2011-07-26', '18.600000'], ['2011-07-26', '49.638592'], ['2011-07-26', '69.200722']]","[['2011-08-19', '14.850000'], ['2011-08-19', '41.142113'], ['2011-08-19', '59.030190']]","[['2012-01-18', '23.290001'], ['2012-01-18', '36.996132'], ['2012-01-18', '74.578987']]",0.028524408,-0.139232854,0.009260478,"[0.055019912366415895, 0.039816333564778046, 0.013784141443445754]","[-0.1576857151268132, -0.13816570190452238, -0.13521320646924065]","[0.32104380720611486, -0.22501463513875333, 0.09257522350007998]",1/18/12
1013,"['MSI', 'MMI', 'LL']","['UAN', 'SLRC', 'NLY', 'GLD', 'PVH', 'IMAX', 'POT', 'LOW', 'LULU']",7/15/11,Cramer's Lightning Round - Sell Both Pieces of Motorola (7/14/11),"[['2011-07-15', '15.031387'], ['2011-07-15', '14.058941'], ['2011-07-15', '8.627306'], ['2011-07-15', '155.199997'], ['2011-07-15', '73.081596'], ['2011-07-15', '28.639999'], ['2011-07-15', '48.087135'], ['2011-07-15', '20.415527'], ['2011-07-15', '60.540001']]","[['2011-07-25', '15.568220'], ['2011-07-25', '13.760668'], ['2011-07-25', '8.425553'], ['2011-07-25', '157.339996'], ['2011-07-25', '73.507538'], ['2011-07-25', '24.940001'], ['2011-07-25', '50.215302'], ['2011-07-25', '20.316685'], ['2011-07-25', '61.900002']]","[['2011-08-18', '14.359109'], ['2011-08-18', '12.057076'], ['2011-08-18', '8.694557'], ['2011-08-18', '177.720001'], ['2011-08-18', '54.283405'], ['2011-08-18', '15.240000'], ['2011-08-18', '42.157463'], ['2011-08-18', '17.594017'], ['2011-08-18', '48.000000']]","[['2012-01-13', '17.656755'], ['2012-01-13', '13.620989'], ['2012-01-13', '8.445145'], ['2012-01-13', '159.259995'], ['2012-01-13', '74.770546'], ['2012-01-13', '21.100000'], ['2012-01-13', '36.393246'], ['2012-01-13', '23.809650'], ['2012-01-13', '61.959999']]",0.005409898,-0.079248752,-0.015732473,"[0.0357141360275003, -0.021215893857154673, -0.02338539979919572, 0.013788653617048828, 0.005828307307355357, -0.1291898788124958, 0.04425647317104663, -0.004841511071450725, 0.0224645024369921]","[-0.04472494787074542, -0.14239088136154782, 0.007795133266398437, 0.14510312136152942, -0.25722195503229023, -0.467877076392356, -0.12331098536022167, -0.1382041227738084, -0.20713579109455246]","[0.17465906506166062, -0.03115113720158588, -0.021114470728174087, 0.026159781433500978, 0.023110469563363, -0.2632681307007028, -0.2431812375596925, 0.16625203944037303, 0.023455533144110897]",1/15/12
1014,"['SLV', 'ARCO']","['CTL', 'DGX', 'SO', 'MCD', 'F', 'ED', 'VFC']",7/14/11,Cramer's Lightning Round - Too Much Hot Money in SLV (7/13/11),"[['2011-07-14', '24.475252'], ['2011-07-14', '51.630249'], ['2011-07-14', '30.165617'], ['2011-07-14', '70.562920'], ['2011-07-14', '10.443295'], ['2011-07-14', '41.370110'], ['2011-07-14', '24.891302']]","[['2011-07-22', '24.551460'], ['2011-07-22', '50.731174'], ['2011-07-22', '30.526697'], ['2011-07-22', '72.824280'], ['2011-07-22', '10.618813'], ['2011-07-22', '41.665615'], ['2011-07-22', '26.345209']]","[['2011-08-17', '22.424004'], ['2011-08-17', '43.280388'], ['2011-08-17', '30.912996'], ['2011-08-17', '71.952621'], ['2011-08-17', '8.863638'], ['2011-08-17', '42.859653'], ['2011-08-17', '24.204792']]","[['2012-01-13', '24.187281'], ['2012-01-13', '50.827782'], ['2012-01-13', '34.841484'], ['2012-01-13', '83.702484'], ['2012-01-13', '9.605598'], ['2012-01-13', '47.013039'], ['2012-01-13', '29.159939']]",0.014690074,-0.035657875,0.101755107,"[0.0031136758060753616, -0.01741372581797923, 0.011969919262715482, 0.03204742660876273, 0.0168067645316922, 0.007142959010744852, 0.05841024306402297]","[-0.08380906558183757, -0.16172420551370956, 0.024775856565440006, 0.019694493935341506, -0.1512604020091361, 0.03600529464388673, -0.027580317011942503]","[-0.011765803269359694, -0.015542574663933929, 0.1550065095635206, 0.1862106046631856, -0.080213859706156, 0.13640111181720335, 0.17149110962536238]",1/14/12
1015,"['CIM', 'SWN']","['JCI', 'MGA', 'NLY', 'CROX']",7/13/11,Cramer's Lightning Round - I Missed Crocs (7/12/11),"[['2011-07-13', '17.371021'], ['2011-07-13', '22.749439'], ['2011-07-13', '8.694557'], ['2011-07-13', '26.559999']]","[['2011-07-21', '17.076235'], ['2011-07-21', '22.719025'], ['2011-07-21', '8.593679'], ['2011-07-21', '26.920000']]","[['2011-08-16', '14.949052'], ['2011-08-16', '16.581793'], ['2011-08-16', '8.766611'], ['2011-08-16', '28.190001']]","[['2012-01-13', '17.913954'], ['2012-01-13', '17.530769'], ['2012-01-13', '8.445145'], ['2012-01-13', '18.309999']]",-0.000876643,-0.091377214,-0.174794643,"[-0.0169699869685264, -0.0013369120882497536, -0.011602431268206051, 0.013554255028398172]","[-0.13942582879843385, -0.27111200412458514, 0.008287253738172011, 0.0613705595395541]","[0.031255100088820424, -0.22939774470922117, -0.028685992857370366, -0.31061748157445335]",1/13/12
1016,"['HAL', 'BSX']","['SD', 'FIO', 'IP', 'MANT', 'RDS.A']",7/1/11,Cramer's Lightning Round - International Paper Is a Home Run (6/30/11),"[['2011-07-01', '24.358427'], ['2011-07-01', '37.413177']]","[['2011-07-12', '23.578581'], ['2011-07-12', '38.514553']]","[['2011-08-05', '20.331846'], ['2011-08-05', '30.065050']]","[['2011-12-30', '24.032616'], ['2011-12-30', '26.594576']]",0.005205142,-0.184141373,-0.180413188,"[-0.03201544993032593, 0.029438184306026776]","[-0.1653054608164969, -0.1964047854048855]","[-0.013375699506376093, -0.2891655258252994]",1/1/12
1017,"['RF', 'QCOM', 'HCBK', 'BBY']","['HSY', 'ILMN', 'RIG', 'NRP', 'ESV', 'FNFG']",6/30/11,Cramer's Lightning Round - First Niagara Is a Bank Without the Headache (6/29/11),"[['2011-06-30', '49.308258'], ['2011-06-30', '75.150002'], ['2011-06-30', '51.942173'], ['2011-06-30', '207.812424'], ['2011-06-30', '44.213303']]","[['2011-07-11', '49.447041'], ['2011-07-11', '73.790001'], ['2011-07-11', '48.651539'], ['2011-07-11', '212.010025'], ['2011-07-11', '42.869488']]","[['2011-08-04', '47.729706'], ['2011-08-04', '54.500000'], ['2011-08-04', '43.429958'], ['2011-08-04', '185.062744'], ['2011-08-04', '38.489632']]","[['2011-12-30', '54.247532'], ['2011-12-30', '30.480000'], ['2011-12-30', '31.916555'], ['2011-12-30', '176.197220'], ['2011-12-30', '39.465851']]",-0.003870132,-0.138213129,-0.224353718,"[0.0028145995342199383, -0.018097151880315278, -0.06335187401574434, 0.020198989642698263, -0.03039390655794267]","[-0.032013947846220844, -0.27478378510222795, -0.16387868485979587, -0.1094721843964439, -0.12945585630641535]","[0.10017133438378613, -0.5944111884388239, -0.38553677760073685, -0.1521333681185491, -0.10737609899898233]",12/30/11
1018,"['HOGS', 'LDK']","['CAKE', 'AA', 'HE', 'IMAX', 'SO', 'D', 'ED', 'EZPW']",6/29/11,Cramer's Lightning Round - Alcoa Is a Bad Company Gone Good (6/28/11),"[['2011-06-29', '29.048246'], ['2011-06-29', '35.631878'], ['2011-06-29', '18.200287'], ['2011-06-29', '32.020000'], ['2011-06-29', '30.270933'], ['2011-06-29', '37.945843'], ['2011-06-29', '41.292339'], ['2011-06-29', '35.349998']]","[['2011-07-08', '30.941689'], ['2011-07-08', '36.893188'], ['2011-07-08', '18.699753'], ['2011-07-08', '28.420000'], ['2011-07-08', '30.323589'], ['2011-07-08', '38.363945'], ['2011-07-08', '41.650063'], ['2011-07-08', '37.619999']]","[['2011-08-03', '26.138805'], ['2011-08-03', '32.186428'], ['2011-08-03', '17.458649'], ['2011-08-03', '18.370001'], ['2011-08-03', '30.121328'], ['2011-08-03', '38.387630'], ['2011-08-03', '40.934643'], ['2011-08-03', '32.040001']]","[['2011-12-29', '27.247160'], ['2011-12-29', '19.535240'], ['2011-12-29', '20.685398'], ['2011-12-29', '18.600000'], ['2011-12-29', '35.857407'], ['2011-12-29', '43.075478'], ['2011-12-29', '49.721958'], ['2011-12-29', '26.920000']]",0.012137003,-0.092862963,-0.069744827,"[0.06518269640101511, 0.035398358739328915, 0.027442754062065162, -0.11242973141786387, 0.001739490487458676, 0.011018387442334526, 0.008663205056027575, 0.06421502484950638]","[-0.10015892181579561, -0.09669571724510286, -0.040748698083716936, -0.42629603372891955, -0.004942199832426741, 0.011642566486136515, -0.008662526964142117, -0.09363499822545966]","[-0.06200326174599313, -0.4517482351056545, 0.1365424072708304, -0.41911305434103685, 0.1845491184563093, 0.13518305549306134, 0.2041448657098355, -0.2384723755854243]",12/29/11
1019,"['GERN', 'ALSK']","['GWR', 'UNP', 'WIN', 'ORCL', 'CSX', 'SLB', 'DIS']",6/28/11,Cramer's Lightning Round - CSX Is Ready to Roll (6/27/11),"[['2011-06-28', '57.730000'], ['2011-06-28', '44.390770'], ['2011-06-28', '11.220273'], ['2011-06-28', '29.781954'], ['2011-06-28', '22.063118'], ['2011-06-28', '73.622536'], ['2011-06-28', '34.610958']]","[['2011-07-07', '60.430000'], ['2011-07-07', '46.363117'], ['2011-07-07', '11.464002'], ['2011-07-07', '31.393532'], ['2011-07-07', '23.360439'], ['2011-07-07', '78.903099'], ['2011-07-07', '36.272137']]","[['2011-08-02', '55.230000'], ['2011-08-02', '42.584251'], ['2011-08-02', '10.393335'], ['2011-08-02', '27.260830'], ['2011-08-02', '20.298756'], ['2011-08-02', '76.476669'], ['2011-08-02', '33.743855']]","[['2011-12-28', '60.139999'], ['2011-12-28', '46.120285'], ['2011-12-28', '10.630627'], ['2011-12-28', '23.580853'], ['2011-12-28', '18.252434'], ['2011-12-28', '58.916759'], ['2011-12-28', '34.561085']]",0.054007527,-0.027181346,-0.077600751,"[0.046769443963277375, 0.04443146627102884, 0.02172219873794515, 0.054112567630720323, 0.05880043790728039, 0.07172481806386025, 0.04799575325248161]","[-0.04330504070673827, -0.04069582483025191, -0.07370034579372535, -0.0846527397094227, -0.07996884211923258, 0.03876711065753025, -0.02505284598016597]","[0.04174604191927951, 0.038961139894622215, -0.05255184076180679, -0.2082167274853758, -0.17271738291931352, -0.19974559148573745, -0.0014409598254979843]",12/28/11
1020,['SIX'],"['GLD', 'NGG', 'S', 'M', 'FUN']",6/27/11,Cramer's Lightning Round - One-Handed High Five for Macy's (6/24/11),"[['2011-06-27', '145.729996'], ['2011-06-27', '39.023575'], ['2011-06-27', '5.150000'], ['2011-06-27', '23.527660'], ['2011-06-27', '13.196734']]","[['2011-07-06', '148.910004'], ['2011-07-06', '40.421642'], ['2011-07-06', '5.510000'], ['2011-07-06', '24.129436'], ['2011-07-06', '14.659928']]","[['2011-08-01', '157.720001'], ['2011-08-01', '39.454380'], ['2011-08-01', '4.290000'], ['2011-08-01', '24.472116'], ['2011-08-01', '13.805814']]","[['2011-12-27', '154.910004'], ['2011-12-27', '40.701084'], ['2011-12-27', '2.320000'], ['2011-12-27', '27.168726'], ['2011-12-27', '16.451057']]",0.030901063,0.057867289,0.065847593,"[0.02182123164266049, 0.035826215307029084, 0.06990291262135911, 0.02557738423625628, 0.11087546358061029]","[0.0822754774521506, 0.011039608749326513, -0.16699029126213596, 0.04014236859934217, 0.04615384382226698]","[0.06299326324005379, 0.04298706615167884, -0.5495145631067961, 0.15475682664574372, 0.24660063618771128]",12/27/11
1021,"['OCLR', 'FNSR', 'CIEN', 'AKS']","['AAPL', 'FCX', 'AEA', 'CAT']",6/24/11,Cramer's Lightning Round - Apple Has Bottomed (6/23/11),"[['2011-06-24', '41.943249'], ['2011-06-24', '39.910526'], ['2011-06-24', '0.778160'], ['2011-06-24', '83.191040']]","[['2011-07-05', '44.909546'], ['2011-07-05', '44.187538'], ['2011-07-05', '0.939480'], ['2011-07-05', '90.195038']]","[['2011-07-29', '50.185383'], ['2011-07-29', '43.846336'], ['2011-07-29', '0.825610'], ['2011-07-29', '82.523338']]","[['2011-12-23', '51.836887'], ['2011-12-23', '31.950987'], ['2011-12-23', '0.060000'], ['2011-12-23', '77.486778']]",0.08689162,0.069698979,-0.027066955,"[0.07072167919085136, 0.10716501205722036, 0.20730955073506738, 0.08419173507146918]","[0.19650680852119967, 0.09861583883910735, 0.0609771769301943, -0.008026128775406649]","[0.23588153602502265, -0.19943458024081157, -0.9228950344402179, -0.06856822561660486]",12/24/11
1022,"['YOKU', 'SINA', 'RENN', 'X', 'NUE', 'AKS']","['KWK', 'VZ', 'BIDU', 'HES']",6/23/11,"Cramer's Lightning Round - Your Phone Bill Will Go Up, But So Will Verizon (6/22/11)","[['2011-06-23', '26.671894'], ['2011-06-23', '129.220001'], ['2011-06-23', '63.935966']]","[['2011-07-01', '27.966654'], ['2011-07-01', '143.350006'], ['2011-07-01', '69.302216']]","[['2011-07-28', '26.728235'], ['2011-07-28', '158.339996'], ['2011-07-28', '64.735367']]","[['2011-12-23', '30.383553'], ['2011-12-23', '117.809998'], ['2011-12-23', '52.522480']]",0.094578617,0.136360045,-0.086939981,"[0.048543984165503824, 0.10934843592827408, 0.08393163247115092]","[0.002112373421999943, 0.2253520722384147, 0.012503150417716314]","[0.13915993367400145, -0.08829904745164027, -0.17851432791365032]",12/23/11
1023,"['MON', 'BITA', 'FNSR', 'CREE', 'MRO']","['ENR', 'BIDU', 'DE', 'MAKO']",6/22/11,"Cramer's Lightning Round - EMC: Awful Chart, Good Stock (6/21/11)","[['2011-06-22', '63.926098'], ['2011-06-22', '124.870003'], ['2011-06-22', '69.419296'], ['2011-06-22', '28.680000']]","[['2011-06-30', '65.334641'], ['2011-06-30', '140.130005'], ['2011-06-30', '70.526581'], ['2011-06-30', '29.730000']]","[['2011-07-27', '73.722679'], ['2011-07-27', '161.240005'], ['2011-07-27', '67.934761'], ['2011-07-27', '28.290001']]","[['2011-12-22', '68.558037'], ['2011-12-22', '115.559998'], ['2011-12-22', '66.909645'], ['2011-12-22', '27.090000']]",0.065619143,0.154383965,-0.030595531,"[0.022033927364063448, 0.12220710845982774, 0.01595068034109695, 0.03661087866108789]","[0.1532485370841811, 0.29126292244903684, -0.021385048330078257, -0.013598291492329133]","[0.07245771515727419, -0.07455757809183367, -0.036152066422569386, -0.05543933054393305]",12/22/11
1024,"['MU', 'LAD', 'VLO', 'JCI']","['CAKE', 'AA', 'KMP', 'HCA', 'EL']",6/19/11,Cramer's Lightning Round - The Micron Trade Is Over (6/17/11),"[['2011-06-20', '27.745928'], ['2011-06-20', '33.289459'], ['2011-06-20', '27.432888'], ['2011-06-20', '45.733200']]","[['2011-06-28', '29.371521'], ['2011-06-28', '35.248970'], ['2011-06-28', '26.246775'], ['2011-06-28', '47.548882']]","[['2011-07-25', '28.420181'], ['2011-07-25', '35.248970'], ['2011-07-25', '22.415947'], ['2011-07-25', '49.263199']]","[['2011-12-19', '24.854963'], ['2011-12-19', '19.308872'], ['2011-12-19', '17.014320'], ['2011-12-19', '50.012867']]",0.031405564,0.008545525,-0.171461998,"[0.05858852513421076, 0.05886280699244764, -0.04323689871806421, 0.039701617205881126]","[0.024300971299283998, 0.05886280699244764, -0.18288052646881361, 0.07718679208977294]","[-0.10419420824562069, -0.4199703876233014, -0.3797838565155808, 0.09357899731486106]",12/19/11
1025,"['RLD', 'PTNR']","['FFIV', 'VZ', 'VOD', 'NLY', 'CVX', 'HAIN', 'POT']",6/17/11,Cramer's Lightning Round - Annaly Capital Is Extraordinary (6/16/11),"[['2011-06-17', '97.199997'], ['2011-06-17', '26.272373'], ['2011-06-17', '18.734171'], ['2011-06-17', '8.530944'], ['2011-06-17', '78.480759'], ['2011-06-17', '15.675000'], ['2011-06-17', '41.351639']]","[['2011-06-27', '109.540001'], ['2011-06-27', '26.930853'], ['2011-06-27', '19.139236'], ['2011-06-27', '8.656127'], ['2011-06-27', '78.267082'], ['2011-06-27', '16.030001'], ['2011-06-27', '43.939659']]","[['2011-07-22', '101.199997'], ['2011-07-22', '27.537725'], ['2011-07-22', '19.544294'], ['2011-07-22', '8.656127'], ['2011-07-22', '86.236221'], ['2011-07-22', '16.735001'], ['2011-07-22', '50.069111']]","[['2011-12-16', '104.830002'], ['2011-12-16', '29.471600'], ['2011-12-16', '20.452524'], ['2011-12-16', '8.146052'], ['2011-12-16', '81.093712'], ['2011-12-16', '18.385000'], ['2011-12-16', '32.057613']]",0.056797787,0.082913597,0.028617525,"[0.12695477758090887, 0.02506359056336469, 0.021621720010989567, 0.014673991530128416, -0.0027226673483115027, 0.02264759170653894, 0.06258566921615852]","[0.04115226464461722, 0.04816283629956062, 0.043243066373206525, 0.014673991530128416, 0.09881991584714406, 0.06762366826156298, 0.2108132158921198]","[0.07849799624993813, 0.12177152783267794, 0.09172292705132244, -0.04511716405593574, 0.03329418615841865, 0.17288676236044662, -0.22475592805402456]",12/17/11
1026,"['ARUN', 'SINA', 'AGNC']","['MCD', 'VOD', 'STON', 'BTU']",6/16/11,Cramer's Lightning Round - Peabody Is Getting Cheaper by the Day (6/15/11),"[['2011-06-16', '67.273666'], ['2011-06-16', '18.719704'], ['2011-06-16', '15.305630']]","[['2011-06-24', '67.298332'], ['2011-06-24', '18.951170'], ['2011-06-24', '15.454282']]","[['2011-07-21', '71.163208'], ['2011-07-21', '19.124769'], ['2011-07-21', '15.625808']]","[['2011-12-16', '81.316948'], ['2011-12-16', '20.452524'], ['2011-12-16', '15.277737']]",0.003995933,0.045556077,0.15546263,"[0.0003666516404798915, 0.012364832264441844, 0.009712243141902584]","[0.057816709438727354, 0.02163842975294911, 0.02091896903296359]","[0.20874857630027163, 0.09256663460063258, -0.001822401299391179]",12/16/11
